source_id,common_name
4357572152352983424,TIC 72198299
4357590053776737664,LP 685-13
4357635614788651776,LTT 6570
4358031335898505472,12 Ophiuchi
4358066107952246784,GALEX J163745.9-020420
4358332292844968832,Gaia DR3 4358332292844968832
4358441419374546304,HIP 80315
4358783333131206656,SIPS J1624-0216
4358803708455751936,Gaia DR3 4358803708455751936
4358858714100829184,Gaia DR3 4358858714100829184
4359264369468529152,LTT 6567
4359264369468530176,HD 148408B
4359571781750057088,LTT 6866
4359690189707364352,LP 687-20
4359722208685335552,LP 687-16
4359781719751001856,UCAC4 407-069012
4359809585500446720,GJ 1212
4359813987844212096,TIC 1994428
4359814876901570688,HD 155802A
4359814881197436800,HD 155802B
4360072407437017344,LTT 6901
4360114390741328768,TIC 171442010
4360124290641999488,2MASS J17184818-0752297
4360144043194583296,LP 687-45
4360247951340107776,LP 687-29
4360275817086026624,Gaia DR3 4360275817086026624
4360275817088229632,Gaia DR3 4360275817088229632
4360514857786875648,TIC 171489798
4360557395139951104,2MASS J17194961-0627483
4360630169069147904,Gaia DR3 4360630169069147904
4360652331100550144,LP 687-6
4361134119053350272,LP 686-43
4361152849408645248,Gaia DR3 4361152849408645248
4361155357669544320,LP 687-4
4361179546925618432,Gaia DR3 4361179546925618432
4361290906838002432,Gaia DR3 4361290906838002432
4361365433110271232,GJ 668.1
4361366292103812480,LP 687-21
4361621688038664064,GALEX J171409.5-053420
4361631618003198080,Gaia DR3 4361631618003198080
4361639417663824768,LP 687-17
4361671093044949504,TIC 143049422
4361790394355496576,LP 687-33
4361980094466949376,Gaia DR3 4361980094466949376
4362010154942755200,Gaia DR3 4362010154942755200
4362018847956987392,Gaia DR3 4362018847956987392
4362235524766073984,LP 687-32
4362277714227206016,47 Ophiuchi
4362280604743305856,TIC 125271956
4362582317605195392,Gaia DR3 4362582317605195392
4362623308773490432,Gaia DR3 4362623308773490432
4362661173205006208,Gaia DR3 4362661173205006208
4363113794037507456,Gaia DR3 4363113794037507456
4363125648147587328,GJ 4005
4363458933311794816,TIC 125166330
4363685604506252544,Gaia DR3 4363685604506252544
4363793257863236864,LP 687-26
4363875373342033664,CNS5 4282
4364159876271314176,HIP 83676
4364185165038935040,CNS5 4192
4364314662596822528,GJ 3987
4364415340926436608,TIC 176294784
4364462551205872000,CNS5 4186
4364480521350598144,Wolf 636
4364527594192166400,Wolf 635
4364654793942884864,Gaia DR3 4364654793942884864
4364702279101280256,GJ 9588
4364702279101281024,GJ 660.1 B
4365099851340249600,HIP 83906
4365485578058733440,PPM 200124
4365578211917535616,Gaia DR3 4365578211917535616
4365609170043180416,GJ 1207
4365809074993929856,2MASS J17035004-0350219
4365816462337747456,LP 686-40
4365840548514515456,Gaia DR3 4365840548514515456
4366054369165757952,Gaia DR3 4366054369165757952
4366139272076935936,Gaia DR3 4366139272076935936
4366155146278913408,TIC 142453803
4366185829525711616,LP 626-27
4366189196779376512,LP 626-24
4366231386241199360,SDSS J170336.80-023828.2
4366248707846022272,Gaia DR3 4366248707846022272
4366248707846022656,Gaia DR3 4366248707846022656
4366317564761916160,LP 687-14
4366633811793952896,LP 687-8
4366729331865999744,LTT 6876
4366800903201243392,HIP 84374
4366882198342794496,Gaia DR3 4366882198342794496
4366954903548612864,Gaia DR3 4366954903548612864
4366980879510847232,StKM 1-1469
4367026096925086464,HD 157347C
4367026096927711104,HD 157347B
4367026303085396352,HIP 85042
4367211192837561856,Gaia DR3 4367211192837561856
4367318326501438976,GJ 4001
4367342687553777664,TIC 59339628
4367353266060378624,LP 627-22
4367457861399628928,2MASS J17073327-0256364
4367462362525377664,HIP 83770
4367491843181427712,Gaia DR3 4367491843181427712
4367725901718292352,2MASS J17050805-0226369
4367845817203824384,TIC 142775831
4367845817203824768,PM J17099-0147B
4367890618008483968,TIC 142643184
4367937007950373120,Gaia DR3 4367937007950373120
4368100147988154624,Gaia DR3 4368100147988154624
4368103102925654656,HIP 84633
4368168107254401408,SDSS J171619.37-010551.8
4368168111550557440,2MASS J17161968-0105471
4368214600277365376,Gaia DR3 4368214600277365376
4368234460206232064,Gaia DR3 4368234460206232064
4368300087306707072,Gaia DR3 4368300087306707072
4368371693000462080,Gaia DR3 4368371693000462080
4368455633841540224,HIP 84253
4368661929714230016,LP 688-13
4368692028839181312,2MASS J17405624-0333385
4368877910730041728,HD 159122
4369319884344086656,Gaia DR3 4369319884344086656
4369605443833356544,Gaia DR3 4369605443833356544
4369747594365857408,TIC 164270254
4369829366245324672,Gaia DR3 4369829366245324672
4370027316995029504,LP 627-29
4370155783762155264,Gaia DR3 4370155783762155264
4370302706003791104,Gaia DR3 4370302706003791104
4370620121265298944,Gaia DR3 4370620121265298944
4370790103191277568,** GWP 2742B
4370790721659321344,** KPP 4391B
4370790721670081920,TIC 39788759
4370907647853568512,TIC 39594948
4371036565589279744,G 20-14
4371200427183189120,TIC 39379584
4371389676323345920,Gaia DR3 4371389676323345920
4371562750622487168,Gaia DR3 4371562750622487168
4371611781971072768,CNS5 4416
4371760624072094848,TIC 324800649
4371764094391354496,2MASS J17554438+0019422
4371999943936045440,Gaia DR3 4371999943936045440
4372000837289249792,TIC 180441439
4372024438133911040,2MASS J17460441-0018446
4372558083524803072,GALEX J174826.8+005210
4372709335095064448,UCAC4 459-069590
4373047022600429056,TIC 125311314
4373106018271326848,HIP 85307
4373106018272237952,** TOK 180B
4373158932268959360,AG-01 2093
4373221192113292928,CNS5 4289
4373353477106222208,Gaia DR3 4373353477106222208
4373429996244394752,LP 627-28
4373813863241766784,CNS5 4339
4373832864177113600,TIC 348875598
4373996966286538240,StKM 1-1490
4374068915579218560,LP 627-33
4374361209577040512,StKM 1-1462
4374694881291983360,AG+00 2074
4374814865498654208,LHS 3289
4374908323987150208,AG+01 1968
4374988966294231296,HIP 84981
4375048541782926080,PM J17228+0112A
4375048546080217088,PM J17228+0112B
4375233191015944192,Wolf 718
4375430214055469952,Gaia DR3 4375430214055469952
4375461270960636288,Ross 534
4375461275258623872,Ross 534B
4375527795712603392,HIP 86470
4375699040350792064,TIC 349177132
4375699353885688448,TIC 349177153
4376308139730023040,TIC 361048238
4376445509964339584,HIP 85704
4376455233769489536,Wolf 755
4376589580346060928,TIC 348586494
4376680324417193472,WD 1725+022
4376765429190021888,2MASS J17285171+0234007
4376838310494210432,TIC 348645863
4376972068658180992,Gaia DR3 4376972068658180992
4377070371869033600,2MASS J17374544+0323476
4377292958551376512,HD 159154
4377537462448122112,HIP 82688
4377537462449926400,HD 152555B
4377578281817904768,Gaia DR3 4377578281817904768
4377596526839032576,Gaia DR3 4377596526839032576
4377597351472761088,Gaia DR3 4377597351472761088
4377865563589403264,Gaia DR3 4377865563589403264
4377890543119677440,SIPS J1649-0328
4377932839955525760,2MASS J16534979-0316483
4378200708477838464,GALEX J165801.9-022911
4378303852116883072,SIPS J1659-0216
4378326465120876672,UCAC4 440-066078
4378754965417312256,2MASS J16460693-0237441
4378780975739667968,HIP 82405
4378798671004717952,TIC 157578768
4378902884091723008,MaNGA 3-141452340
4379007784372336384,Gaia DR3 4379007784372336384
4379252288270858112,Gaia DR3 4379252288270858112
4379328051494006784,LP 626-11
4379562449331604352,LTT 6702
4379659451170143232,Gaia DR3 4379659451170143232
4379812214567457408,HD 154361
4379812558164849408,LP 626-29
4379986693318492544,SIPS J1704-0106
4380188694219651456,LP 626-28
4380377226105333504,Gaia DR3 4380377226105333504
4380410074014812160,SIPS J1707-0029
4380546791414118528,LTT 15075
4380546894494223232,HD 155124B
4381205295799442304,LTT 15010
4381249619862185600,LP 626-13
4381250547575102208,GJ 641
4381502851133968128,GJ 9583
4381580675939120384,HD 154621B
4381580675941586176,HD 154621A
4381861356346530048,GALEX J170056.8+014508
4382052469508959488,LP 625-42
4382140774036645632,LP 625-36
4382187125322637312,LP 626-2
4382303501757074432,Gaia DR3 4382303501757074432
4382336658904524160,TIC 58296098
4382353495176342656,Gaia DR3 4382353495176342656
4382431629221050112,HIP 81687
4382453722532532736,LP 625-38
4382532268894539136,GALEX J164116.6-002819
4382733754400524544,UCAC4 449-063504
4382778181541021440,TIC 157512544
4382788901780733056,HD 151719
4382856796623842304,Gaia DR3 4382856796623842304
4383238052280567680,HIP 81274
4383355047189886080,LTT 14938
4383374219923745024,HIP 81375
4383450189305260288,LP 625-22
4383601165995574528,LP 625-25
4383678234887711104,** KPP 3306B
4383678234889072384,** KPP 3306A
4383790518216171264,GJ 3967
4383887554415116672,Gaia DR3 4383887554415116672
4383908926172190080,Gaia DR3 4383908926172190080
4383925212688195712,14 Ophiuchi
4383938269388997760,UCAC4 457-060061
4384116046672449536,V* V2581 Oph B
4384116081034989440,LTT 14950
4384143397027190656,Gaia DR3 4384143397027190656
4384197307456587264,TIC 281936516
4384225619881427456,2MASS J16405358+0200115
4384230292805670656,HIP 81794
4384448580225160320,Gaia DR3 4384448580225160320
4384448614583589376,LTT 15002
4384528363536555776,Gaia DR3 4384528363536555776
4385039945681593600,2MASS J17004738+0222399
4385073721304161024,AG+02 2017
4385176766158615040,TIC 326991635
4385502286022654464,HIP 82186
4385789640811718016,LP 565-55
4385805446291573376,Gaia DR3 4385805446291573376
4385924777660825600,2MASS J16471850+0322162
4385926014613867776,Gaia DR3 4385926014613867776
4385937696925019264,GALEX J164702.2+032512
4385946729239041920,LP 626-10
4386070737831420672,Gaia DR3 4386070737831420672
4386092693704494208,UCAC4 466-058924
4386278128914548352,LSPM J1650+0330
4386323316268011648,Gaia DR3 4386323316268011648
4386333418031198848,LP 566-8
4386683097089082112,TIC 345110461
4386693439368034560,Wolf 679
4386908806210065536,TIC 382654936
4386909557826748928,TIC 382654927
4386930899522895104,LP 627-16
4387002299059297024,LHS 3274
4387079367952007168,Wolf 687
4387171623850187264,Wolf 672 B
4387171623850187648,Wolf 672
4387241236679196160,TIC 327561326
4387293356104891648,Wolf 695
4387333080260029568,Gaia DR3 4387333080260029568
4387424408444555520,Gaia DR3 4387424408444555520
4387635617756051584,Gaia DR3 4387635617756051584
4388020068868406272,StKM 1-1431
4388126171740318464,Gaia DR3 4388126171740318464
4388138816124225792,GJ 1211
4388148058893887872,Gaia DR3 4388148058893887872
4388473853634949504,Wolf 667
4388641258578116224,Gaia DR3 4388641258578116224
4388671838745676160,LP 567-14
4388679771548158080,Wolf 662
4388679805907896192,Wolf 661
4388680119442497024,Gaia DR3 4388680119442497024
4388730319020409600,Wolf 659
4388738874595152640,Gaia DR3 4388738874595152640
4388905897284346496,Gaia DR3 4388905897284346496
4388994953429274112,Gaia DR3 4388994953429274112
4389209259415060608,2MASS J17264293+0400362
4389284507242221312,LP 567-29
4389523925899308416,Wolf 766
4389595978270776448,TIC 348942025
4389710327480002560,AG+04 2136
4389764615861841024,LSPM J1731+0506N
4389844948935164544,Wolf 751
4390083744817176448,Wolf 701
4390293339220478976,StKM 1-1454
4390370373754096128,CNS5 4269
4390422364337066624,Gaia DR3 4390422364337066624
4390444728230185472,LSPM J1720+0552
4390575849288658304,LP 567-31
4390639895841608448,LHS 5329
4390643125656858880,Wolf 752
4390715796503389056,AG+06 2057
4391115602120939136,LP 566-30
4391386739112770944,Gaia DR3 4391386739112770944
4391465629072314624,BPM 91899
4391500847801807104,WD 1702+044
4391700168647193984,LTT 15070
4391793627134797952,HIP 84082
4391870970906031104,LP 566-41
4391902684945008640,LP 567-3
4391934536422130304,Gaia DR3 4391934536422130304
4391977279936719360,LP 566-37
4391977520454888832,LP 566-38
4392516693468452480,Gaia DR3 4392516693468452480
4392646298401487616,StKM 1-1412
4392674816984450816,LP 566-22
4392682960242353920,TIC 283171110
4392798821280870912,UCAC4 478-064634
4392912650795934848,GALEX J170538.6+054914
4393107165572915072,G 139-4
4393121081266719360,Gaia DR3 4393121081266719360
4393265392168829056,GJ 1214
4393514805212121600,2MASS J17174584+0610435
4393526697975770624,2MASS J17165179+0611512
4393603182756137856,Gaia DR3 4393603182756137856
4393696400725053056,Gaia DR3 4393696400725053056
4393807554480456448,2MASS J17143213+0648183
4393932486488877440,HD 157069
4394017595561055232,Gaia DR3 4394017595561055232
4394405551366629632,TIC 447829730
4394465577829320832,TIC 447805715
4394490832237094144,Gaia DR3 4394490832237094144
4394630332775605376,Gaia DR3 4394630332775605376
4394673179368080256,HIP 83744
4394679054883342080,HIP 83747
4394731792785595392,2MASS J17074546+0715309
4394865696982506112,Gaia DR3 4394865696982506112
4394963175560308480,Gaia DR3 4394963175560308480
4395113396338721024,GJ 2128
4395203281412445440,Gaia DR3 4395203281412445440
4395561305588902912,Gaia DR3 4395561305588902912
4395561309887699072,Gaia DR3 4395561309887699072
4395658788465712256,StKM 1-1273
4395675452938533760,Gaia DR3 4395675452938533760
4395875083019415936,TIC 32478518
4395903322423821824,Gaia DR3 4395903322423821824
4396008673681629312,TIC 32581290
4396053444416200192,Gaia DR3 4396053444416200192
4396053444421020160,Gaia DR3 4396053444421020160
4396053856737879424,Gaia DR3 4396053856737879424
4396528192925468416,LP 683-56
4396547056417232512,HD 142012
4396609110109214720,Gaia DR3 4396609110109214720
4396620380103413376,G 152-57
4396684765954022016,BPM 78109
4396907077759224960,Gaia DR3 4396907077759224960
4396944598591139456,G 152-38
4396992427346855936,LHS 3086
4397055580546193664,2MASS J15370188-0644248
4397170685669683072,2MASS J15393081-0624101
4397271016110593280,GALEX J154636.7-062134
4397352242526760704,TIC 54587314
4397495728792987392,Gaia DR3 4397495728792987392
4397577195735557760,Gaia DR3 4397577195735557760
4397632171319655936,Gaia DR3 4397632171319655936
4397688315132462464,Gaia DR3 4397688315132462464
4397688315132463104,HIP 77293
4397725904686124416,HIP 76998
4397964189471197952,LHS 5306
4397978002085871104,TIC 54966721
4398053043753784832,TIC 54771435
4398183129723592320,LP 683-47
4398284009915273856,LP 683-49
4398481681485741696,TIC 168653741
4398554970812932480,LP 684-21
4398556551360908032,Gaia DR3 4398556551360908032
4398562461235685120,LTT 6390
4398562461235685504,LP 684-12
4398623381046658176,Gaia DR3 4398623381046658176
4398623381046659712,Gaia DR3 4398623381046659712
4398623381051080064,LTT 6376
4398635475678916608,LP 684-6
4398683166995783296,Gaia DR3 4398683166995783296
4398887092042905856,HIP 78513
4398887092042907904,Gaia DR3 4398887092042907904
4398985287875691520,TIC 187419672
4399070671825945600,[CS92] 9
4399073631062210560,BD-04 3998B
4399125995303365376,Gaia DR3 4399125995303365376
4399173239945394688,HD 141178B
4399173239945394944,HD 141178A
4399175782566043392,TIC 187419069
4399263674777198720,LHS 3112
4399508144309573376,LP 684-3 B
4399508144313704960,LP 684-3
4399864111202939392,2MASS J15521207-0317482
4399875827873768192,HIP 77816
4399972859774925312,LP 623-61
4400452830957830656,HIP 76233
4400505366997897216,Gaia DR3 4400505366997897216
4400638923299410048,CNS5 3856
4400650021496241920,LP 683-22
4400744648216053120,Gaia DR3 4400744648216053120
4400832574785127808,UCAC4 428-063047
4400839481094128128,2MASS J15423618-0431129
4400946683476275840,TIC 46151358
4401037668063146752,LTT 6259
4401089585629102592,Gaia DR3 4401089585629102592
4401574951293063680,Gaia DR3 4401574951293063680
4401603156342035072,BPM 77897
4401650439638244736,LP 682-45
4401744447882508416,TIC 46151187
4401951740184066688,HIP 76292
4401998018455371520,TIC 20927519
4402106152848215424,SIPS J1531-0319
4402140615665783296,TIC 46148406
4402175215921316736,LP 623-12
4402274889228322944,2MASS J15444240-0435306
4402297777108231168,SIPS J1545-0421
4402369898203046656,LP 683-31
4402412469920768000,[K92] 52
4402412916597366912,[K92] 51
4402445936305708416,30 Serpentis
4402496135883590656,Gaia DR3 4402496135883590656
4402583306535868544,GD 189
4402670580271085568,LHS 3104
4402776305186779904,Gaia DR3 4402776305186779904
4402884744523453312,b Serpentis
4402992187424516608,TIC 188318322
4403002357907223808,LP 623-58
4403160790662049792,Gaia DR3 4403160790662049792
4403160790662050176,RBS 1534
4403242566839336832,TIC 187388336
4403242566839337088,TIC 187388328
4403254146070717696,PPM 706292
4403292246725472384,HIP 77749
4403470230166388096,Gaia DR3 4403470230166388096
4403663301831966976,2MASS J15410709-0206304
4403768373911022080,GD 185
4403891244334953216,LP 623-20
4404090182924810368,TIC 187354047
4404113758004639360,Gaia DR3 4404113758004639360
4404384615819198848,Gaia DR3 4404384615819198848
4404434334360651264,Gaia DR3 4404434334360651264
4404503294355632384,TIC 187349458
4404521333221783680,CNS5 3961
4404534183764027008,TIC 193345714
4404653102818671104,LP 684-25
4404871596394815360,Gaia DR3 4404871596394815360
4404934749589629184,HD 144188
4405041092983809408,LP 624-31
4405150047715392128,LP 624-54
4405190282969068672,Gaia DR3 4405190282969068672
4405307140436260608,HIP 79670
4405512611675997568,LP 624-49
4405596105840405120,2MASS J16111412-0149568
4405848856072120704,TIC 168679379
4405969183875738240,TIC 168457615
4406031886099957632,TIC 176057491
4406053537033587456,LP 624-8
4406155276219170048,2MASS J16012251-0142104
4406159365028474112,HIP 78395
4406170738101494272,TIC 168457185
4406204891681426560,Gaia DR3 4406204891681426560
4406242000198708736,LP 624-33
4406259695464181120,Gaia DR3 4406259695464181120
4406410259838485888,HIP 79307
4406489184157821952,LSR J1610-0040
4406596420899555200,HIP 78752
4406631841491803520,SDSS J160721.01-010936.2
4406680567899344512,HIP 79170
4406810310270013440,TIC 414499634
4406819205145451520,LP 625-4
4406835186720662272,TIC 362488570
4407056429077527296,HIP 79729
4407056807034649472,HIP 79730
4407170881366352000,LP 624-67
4407266332718266368,Gaia DR3 4407266332718266368
4407614499946419200,LP 625-15
4407641163103175168,TIC 414500471
4407652020780619264,HIP 80266
4407654868341533312,Gaia DR3 4407654868341533312
4407666005194231808,TIC 71984328
4407846909217213824,Gaia DR3 4407846909217213824
4408011389287766144,Gaia DR3 4408011389287766144
4408117217282729472,Gaia DR3 4408117217282729472
4408222598597810944,TIC 193464781
4408226756126546176,LP 624-48
4408343682316241408,Gaia DR3 4408343682316241408
4408389380768183424,LP 624-56
4408419136301503232,Gaia DR3 4408419136301503232
4408577118080317056,TIC 326820954
4408630964083919744,Sigma Serpentis B
4408631032807405696,Sigma Serpentis
4408703875451996544,Gaia DR3 4408703875451996544
4408715385964294784,LP 625-3
4408913744737288320,CNS5 3998
4408956110295105536,LHS 3177
4409032079673958528,HD 142661A
4409032079673958912,HD 142661B
4409129180294851200,StKM 1-1283
4409169415547341952,StKM 1-1289
4409273869152155136,Gaia DR3 4409273869152155136
4409513975004565376,Gaia DR3 4409513975004565376
4409935087954141056,LTT 14757
4409986554547744640,WD 1557+004
4410360392800003712,TIC 272851007
4410446773181122176,LP 623-45
4410452820492873856,** SOZ 15B
4410452820495105024,LTT 6304
4410595035453942784,LHS 3123
4410702581435191296,Wolf 587
4410727698402296448,TIC 272872991
4410735566778443904,TIC 272851203
4410777932340027392,LP 624-5
4410857509493401088,LP 624-9
4411066863380024960,LP 623-56
4411109228937597056,Gaia DR3 4411109228937597056
4411129363744291840,TIC 272817180
4411173103690737664,LP 624-6
4411313050904517120,Gaia DR3 4411313050904517120
4411330295200597760,Gaia DR3 4411330295200597760
4411558723033335552,HIP 78742
4411572123331402880,LHS 3151
4411632115434536576,Pholus 82
4411741894799595776,WD 1606+018
4411760139820681600,LTT 14808
4411870228423521536,2MASS J16125866+0138001
4412055049456215808,LHS 414
4412059413143460992,LP 624-61
4412390293124414976,TIC 462310211
4412390297423038336,TIC 462310204
4412417304175836544,CNS5 3943
4412419881156230016,Gaia DR3 4412419881156230016
4412468740702042752,Gaia DR3 4412468740702042752
4412687509158830592,Wolf 619
4412984755255325696,RBS 1559
4413315399017798400,LP 564-34
4413461943301874944,Gaia DR3 4413461943301874944
4413575502234945152,Gaia DR3 4413575502234945152
4413830004816934912,Gaia DR3 4413830004816934912
4413836876764710912,LTT 6107
4414182329573955968,HD 137428
4414289703756584064,LP 622-57
4414314408408264192,TIC 20899525
4414539048082496128,Gaia DR3 4414539048082496128
4414591137446156288,TIC 180421408
4414633747816635136,GALEX J152849.4-012854
4414849458254065792,SDSS J152047.10-022502.3
4414849698772235136,LTT 6123
4414852825508445184,Gaia DR3 4414852825508445184
4414858219987352320,LTT 6128
4414990298821715968,Gaia DR3 4414990298821715968
4415162338031586304,HD 135634
4415215217669031680,LHS 3048
4415411480494597760,HIP 75521
4415414435431520640,HD 137373B
4415429897313362688,LHS 3070
4415459446689414144,8 Serpentis
4415515934099120768,HIP 74948
4415519473152175488,LP 622-37
4415953088755169920,2MASS J15360869-0117193
4416169112725782528,SIPS J1531-0104
4416214841242090240,TIC 20983832
4416255183870439808,SIPS J1534-0040
4416393825415342208,Gaia DR3 4416393825415342208
4416468248608733440,LTT 6251
4416473333850029568,LP 623-21
4416603007502394496,Gaia DR3 4416603007502394496
4416700348640955776,Gaia DR3 4416700348640955776
4417277214287859712,TIC 180331956
4417356791442031744,TIC 371266638
4417506423806685568,TIC 446179062
4417744231852522880,UCAC4 459-055563
4417878956385321728,TIC 371328774
4417932557578036352,HIP 76291
4417980489412988800,Gaia DR3 4417980489412988800
4418202522042094080,SIPS J1514-0118
4418203587193988480,GJ 580
4418257149730694144,Wolf 1138
4418323360946538624,LP 622-3
4418428093724668928,Gaia DR3 4418428093724668928
4418451355267560448,TIC 20788937
4418480247512177152,LP 622-6
4418547871772521728,TIC 20799214
4418629269992825856,LP 622-28
4418691662982244864,TIC 38931306
4418807871912931712,AP J15183287-0010358
4418849515915901312,Ross 1050
4418850954729363584,LTT 14559
4419023371896553600,Gaia DR3 4419023371896553600
4419087491463629952,4 Serpentis
4419140645978987904,LTT 14541
4419293130202260992,TIC 20719531
4419339657583702656,TIC 38703199
4419360823182378112,TIC 460419484
4419495341557831680,LP 621-62
4419558426037501824,TIC 460360202
4419701633131720960,Gaia DR3 4419701633131720960
4420144293936421632,Gaia DR3 4420144293936421632
4420241531996137216,UCAC4 460-054712
4420405153070440832,Gaia DR3 4420405153070440832
4420414739437358592,TIC 461326027
4420505036829723264,2MASS J15243973+0110115
4420712604009198080,GJ 1192
4420733975766478080,Gaia DR3 4420733975766478080
4420906461653341568,10 Serpentis
4420912508966550144,Gaia DR2 4420912508966550144
4420973016466588800,Gaia DR3 4420973016466588800
4421077882387759360,Gaia DR3 4421077882387759360
4421098773108860928,WD 1528+027
4421107534842146688,HD 138323
4421131552298990336,LP 622-51
4421274729329022336,GJ 585.1
4421376189342920832,Gaia DR3 4421376189342920832
4421376193636525184,HD 137897
4421455530273467904,5 Serpentis B
4421455530273900032,5 Serpentis
4421693024782789632,Gaia DR3 4421693024782789632
4421693059143520256,Gaia DR3 4421693059143520256
4421694158655153664,TIC 461255649
4421694158655154176,StKM 1-1224
4421707662032344192,TIC 461259839
4421712197517821056,LP 622-21
4421923475548958976,LP 562-19
4421939968223444096,Gaia DR3 4421939968223444096
4422020851047418880,TIC 461349385
4422479824136705792,TIC 461323554
4422484359622353536,TIC 461320605
4422562390588583808,HD 140651
4422580811704374400,TIC 272567788
4422676469217232384,LP 623-44
4422802225859855616,LHS 3116
4422809711989181824,HD 141272B
4422809716282811776,Wolf 582
4423007800173036544,LP 623-40
4423163930828478080,Gaia DR3 4423163930828478080
4423184031270272896,TIC 272673593
4423480865051749248,Gaia DR3 4423480865051749248
4423865487962417024,Psi Serpentis
4424017323644423808,LHS 3084
4424030586505107328,LHS 398
4424031479858305408,WD 1531+024
4424112465761740032,LP 563-23
4424340339546396800,Gaia DR3 4424340339546396800
4424354392679351168,HIP 77094
4424434828827601152,TIC 272520997
4424447537635531264,TIC 272571092
4424616969799954304,LP 563-29
4424734377026016896,HIP 76963
4424745475221510656,Gaia DR3 4424745475221510656
4424777532857436160,HD 140595
4424788699771717888,TIC 272874030
4424839930144538240,TIC 272918321
4424913975380838912,Wolf 604
4425428271944225152,Gaia DR3 4425428271944225152
4425473729877951616,LP 564-21
4425474520151940352,TIC 462178112
4425494341423705344,TIC 462216951
4425632987265111680,CNS5 3929
4425903604564931200,LHS 5308
4425996582018894592,Wolf 586
4426032591025363200,Epsilon Serpentis
4426054581256895104,HIP 77810
4426150273128349568,LP 563-53
4426170614093643648,TIC 272848835
4426195902857614208,UCAC4 472-052890
4426198136240612352,TIC 272594729
4426270875805011840,LP 563-38
4426270940229616256,LP 563-39
4426406665496258688,LP 563-47
4426450714681115520,Gaia DR3 4426450714681115520
4426450714681115904,TIC 272699678
4426479748658451968,LP 564-6
4426487823197250304,Wolf 611
4426488441672541184,Wolf 612
4426539259725486464,TIC 272922382
4426549567646858624,TIC 272848762
4426703945950478976,G 16-21
4426801321450590080,Wolf 603
4426801321450590592,Gaia DR3 4426801321450590592
4426837811488137344,SDSS J155245.07+055525.2
4426983771656670336,LSPM J1555+0637B
4426983771659623936,LSPM J1555+0637A
4426989922052822400,Gaia DR3 4426989922052822400
4427110352933791360,TIC 371366755
4427202540112258560,TIC 446177776
4427339734251716992,LP 562-49
4427537169604211200,HIP 76058
4427559159836789248,TIC 371367297
4427559262916004480,UCAC4 472-052180
4427595924756992256,G 16-5
4427613860540062976,LP 563-24
4427840222496568064,PSS 564-3
4428318613133463040,G 16-4
4428463301991458688,TIC 461367114
4428702823727869696,TIC 371268575
4428928906511322752,TIC 459377789
4428935473516728704,LP 563-12
4428969730175795328,TIC 393100603
4429127956770956544,2MASS J15311903+0615249
4429219113157054848,HIP 76280
4429300854974533888,Wolf 577
4429392320598196992,Gaia DR3 4429392320598196992
4429402143187667456,2MASS J15443568+0534221
4429430528627274880,Gaia DR3 4429430528627274880
4429655653631543552,LSPM J1541+0557
4429785739602747392,Unukalhai
4429874387730820608,CNS5 3898
4430238051199001216,Lambda Serpentis
4430238532235344768,LHS 3113
4430259285517310336,Wolf 579
4430290518522760704,Gaia DR3 4430290518522760704
4430323430852747008,TIC 337222845
4430353431203831040,LHS 5301
4430455720140801792,HD 139877
4430701697214030464,TIC 350254047
4430790968108076544,LP 563-8
4430817906143002880,UCAC4 488-061240
4430940776567033600,LP 563-14
4431062440104733440,PM J15445+0749A
4431062444400925184,PM J15445+0749B
4431130472386759168,Gaia DR3 4431130472386759168
4431185108667801856,TIC 446182084
4431561176003844224,HD 148603
4431561588320703232,AG+00 1976
4431838321653479296,HIP 80597
4431922773594153984,Gaia DR3 4431922773594153984
4431935830294729856,HD 148348
4432031560823390336,ADS 10087 C
4432109042032654848,HIP 81279
4432395464810048000,Gaia DR3 4432395464810048000
4432562246982471168,TIC 281687283
4432655774190464896,GJ 3962
4432658729127967360,Gaia DR3 4432658729127967360
4432790807961579520,LP 625-11
4432834376110786816,Ross 999
4432834444826809088,LHS 3195
4432835441261536128,TIC 5899739
4433025725494877056,Gaia DR3 4433025725494877056
4433236522487816192,Gaia DR3 4433236522487816192
4433336303167930112,LHS 3202
4433371831137811840,Gaia DR3 4433371831137811840
4433378806161595904,TIC 281519307
4433378806164302464,G 17-23
4433380077474648192,GJ 9566
4433711099194059904,Lalande 30044
4433897947451172992,G 17-32
4433942099715350144,StKM 1-1388
4433998788985652480,TIC 270831625
4433998793284082816,PM J16458+0343B
4434034248237431936,2MASS J16431833+0344095
4434046209722748800,LP 565-57
4434222196004715904,LSPM J1640+0345B
4434222200299612416,LSPM J1640+0345A
4434335209481958528,LP 565-51
4434467357035579520,Gaia DR3 4434467357035579520
4434491237053937024,Gaia DR3 4434491237053937024
4434578579508991360,CNS5 4120
4434857202627351424,TIC 270829603
4434886717642361344,TIC 315475191
4434889672579861504,TIC 315475193
4435062948740701184,Gaia DR3 4435062948740701184
4435230899141403776,LP 565-28
4435349027921694464,LP 565-36
4435373625196957696,LTT 14924
4435436091201468032,TIC 281525717
4435544015140284800,TIC 282060539
4435581505912059904,GJ 9572
4435581505912978688,GJ 9572 B
4435598234807569536,TIC 282060598
4435635034086444672,Gaia DR3 4435635034086444672
4435683451255623808,Ross 643
4435689739087756800,41 Herculis
4435778215414219520,LHS 3230
